Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.3106305,5,195,0.9960478,0.0005898225,0,0.01132185,50,1.08
2.3119322,14,186,1.973261,0.01726434,0.02389118,0.04704927,50,9.896828
3.3073295,20,180,2.933559,0.03826226,0.04401458,0.1206931,50,25.06429
4.3123122,40,160,3.85862,0.0957912,0.1141565,0.2279318,50,39.46128
5.3144295,57,143,4.722931,0.2197016,0.2303161,0.3944158,50,51.7277
6.3190644,83,117,5.495092,0.4196009,0.5258816,0.5954553,50,61.6236
7.3259148,114,86,6.179154,0.689194,0.9297813,0.8869554,50,68.69565
8.3284745,136,64,6.773681,1.037676,1.391166,1.295919,50,73.32156
9.3345829,144,56,7.329431,1.381672,1.863016,1.807193,50,75.96461
10.3402137,150,50,7.863603,1.731494,2.358633,2.351954,50,77.26162
11.3416178,153,47,8.384706,2.093951,2.868655,2.895599,50,77.70081
12.3462572,153,47,8.90584,2.452711,3.392102,3.441252,50,77.83286
13.3518869,154,46,9.422603,2.807787,3.924104,3.993619,50,77.83675
14.358586,154,46,9.939144,3.17055,4.455553,4.542504,50,77.83675
15.36091,154,46,10.45439,3.524699,4.979982,5.101678,50,77.83675
16.3615178,152,48,10.97515,3.870819,5.497445,5.652435,50,77.86396
17.3662847,152,48,11.50138,4.213784,6.009201,6.205557,50,78.05253
18.3666875,153,47,12.02569,4.558667,6.533257,6.742785,50,78.28718
19.3702971,153,47,12.55088,4.899888,7.028,7.310024,50,78.46149
20.3732027,154,46,13.08204,5.237051,7.54402,7.847016,50,78.57431
21.3788137,154,46,13.60825,5.568066,8.062103,8.40634,50,78.62839
22.3847152,154,46,14.13436,5.907945,8.57784,8.961645,50,78.63134
23.3871934,154,46,14.65556,6.243494,9.091294,9.528267,50,78.63134
24.3917424,154,46,15.17904,6.58265,9.607265,10.0865,50,78.63134
25.3954213,154,46,15.69991,6.936955,10.10128,10.65959,50,78.63134
26.3984978,152,48,16.22005,7.277298,10.60703,11.23147,50,78.63134
27.4036802,152,48,16.74157,7.635446,11.11301,11.79319,50,78.63134
28.4057661,153,47,17.26475,7.968789,11.62284,12.35436,50,78.63134
29.40895,153,47,17.79164,8.304858,12.12379,12.92177,50,78.63134
30.4122726,153,47,18.31622,8.637308,12.64316,13.47503,50,78.63134
31.4147553,139,61,18.87351,8.955619,13.12455,13.98798,50,78.8819
32.4220663,139,61,19.45981,9.236763,13.5789,14.48484,50,80.46878
33.4250355,138,62,20.04333,9.529572,14.01823,14.98461,50,82.60078
34.4272014,142,58,20.62068,9.835263,14.45384,15.49429,50,84.37132
35.4299263,143,57,21.18618,10.14468,14.91261,16.011,50,85.7072
36.4358532,144,56,21.7391,10.46823,15.37862,16.54977,50,86.58064
37.4408048,145,55,22.28873,10.81394,15.84786,17.07822,50,87.10746
38.4463774,148,52,22.83039,11.15515,16.33601,17.61516,50,87.38409
39.4564427,148,52,23.36246,11.49814,16.82157,18.18964,50,87.51189
40.4631241,148,52,23.8895,11.8627,17.295,18.76418,50,87.55875
41.4637212,148,52,24.41338,12.24491,17.76287,19.32208,50,87.55984
42.4687344,148,52,24.93959,12.59344,18.23826,19.90521,50,87.55984
43.4727993,148,52,25.46538,12.94755,18.71484,20.48131,50,87.55984
44.4757237,146,54,25.99097,13.2874,19.19896,21.05925,50,87.55984
45.4801785,147,53,26.51632,13.65433,19.66187,21.63662,50,87.55984
46.4844626,103,97,27.13995,13.91272,20.08804,22.07528,50,88.24413
47.4861724,118,82,27.79416,14.14188,20.52793,22.4275,50,91.26295
48.4885475,121,79,28.43338,14.39176,20.99781,22.78488,50,94.141
49.498693,126,74,29.06866,14.64081,21.45626,23.17655,50,96.12986
50.5017998,145,55,29.65018,14.90611,21.92894,23.67941,50,97.31195
51.5048154,146,54,30.19845,15.2017,22.42654,24.21893,50,98.12411
52.5071435,150,50,30.73203,15.51555,22.90956,24.79373,50,98.69962
53.5107144,151,49,31.26224,15.81617,23.41662,25.3633,50,99.09467
54.511323,151,49,31.79264,16.12178,23.93262,25.92964,50,99.31118
55.515431,147,53,32.32373,16.42381,24.43374,26.5074,50,99.39671
56.5208959,147,53,32.85966,16.72698,24.9461,27.06707,50,99.41284
57.5267497,147,53,33.39951,17.04488,25.43641,27.62844,50,99.41284
58.5330264,146,54,33.9355,17.33482,25.94395,28.20277,50,99.41284
59.5365366,146,54,34.47094,17.6524,26.42091,28.78125,50,99.41284
60.5385281,146,54,35.00724,17.96107,26.90549,29.34875,50,99.41284
61.5446947,77,123,35.69044,18.15051,27.22687,29.77903,50,100.6376
62.5524479,87,113,36.44519,18.2555,27.45834,30.16316,50,105.65
63.5547634,0,200,37.24377,18.34973,27.64427,30.46962,49,111.4063
64.5573559,0,200,38.24561,18.34973,27.64427,30.46962,48,115.9628
65.5634415,0,200,39.25156,18.34973,27.64427,30.46962,46,119.3281
66.5660888,0,200,40.25479,18.34973,27.64427,30.46962,43,122.0025
67.5663015,0,200,41.25546,18.34973,27.64427,30.46962,42,124.5737
68.5727486,0,200,42.26176,18.34973,27.64427,30.46962,37,129.5142
69.5800403,0,200,43.26826,18.34973,27.64427,30.46962,32,137.8941
70.5820458,0,200,44.27099,18.34973,27.64427,30.46962,30,148.9139
71.5857796,0,200,45.27466,18.34973,27.64427,30.46962,24,162.1332
72.5875544,0,200,46.27546,18.34973,27.64427,30.46962,20,175.1129
