Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.3166764,4,196,1.002809,0,0,0.01206924,50,1.08
2.3249929,7,193,2.000372,0.007933216,0.01292615,0.02941797,50,9.922604
3.3219801,16,184,2.963022,0.02646729,0.05687098,0.08705477,50,25.08639
4.3275819,31,169,3.882636,0.1003725,0.1577915,0.1731199,50,39.80075
5.3289122,41,159,4.754364,0.1937712,0.3155804,0.3090192,50,52.90981
6.3326905,58,142,5.577157,0.3595366,0.5228841,0.4776309,50,64.06916
7.334234,81,119,6.342199,0.5884869,0.7513886,0.7301968,50,73.04691
8.3383937,106,94,7.035973,0.8401888,1.048014,1.104328,50,79.48212
9.3386374,134,66,7.64219,1.148022,1.439379,1.580636,50,83.86308
10.3410267,149,51,8.191112,1.489623,1.86763,2.159843,50,86.55364
11.3421677,157,43,8.719163,1.872584,2.310238,2.745308,50,87.86246
12.3460262,157,43,9.243244,2.262547,2.730694,3.362496,50,88.2164
13.3514249,157,43,9.768456,2.634602,3.160663,3.990663,50,88.22706
14.3550078,156,44,10.29229,3.016023,3.581834,4.613247,50,88.22706
15.3614671,157,43,10.818,3.398322,4.018692,5.225015,50,88.22706
16.3634916,156,44,11.3438,3.785432,4.440738,5.833558,50,88.25427
17.3669303,158,42,11.91503,4.128413,4.832554,6.385784,50,88.40008
18.3683962,157,43,12.43639,4.517134,5.260072,7.001076,50,88.5057
19.3707789,155,45,12.95466,4.919384,5.693457,7.604786,50,88.55257
20.3736321,154,46,13.47469,5.345197,6.112679,8.2034,50,88.55329
21.3776633,155,45,13.99396,5.77424,6.532876,8.797014,50,88.55329
22.3838475,155,45,14.51493,6.206091,6.954783,9.390676,50,88.55329
23.3844274,155,45,15.03358,6.630675,7.378875,9.982697,50,88.55329
24.3870924,155,45,15.55239,7.058432,7.797265,10.5775,50,88.55329
25.3875538,153,47,16.07113,7.482343,8.218379,11.16822,50,88.55329
26.3872622,154,46,16.59373,7.885589,8.64766,11.75886,50,88.55329
27.3892923,154,46,17.11784,8.284152,9.073997,12.35987,50,88.55329
28.3935464,155,45,17.64483,8.687971,9.502542,12.95005,50,88.55329
29.3961834,155,45,18.17322,9.089314,9.920739,13.54194,50,88.55329
30.3973031,154,46,18.70136,9.478345,10.34803,14.13524,50,88.55329
31.4011808,41,159,19.39452,9.73026,10.64298,14.51477,50,89.45949
32.4060809,28,172,20.3038,9.801648,10.76669,14.6047,50,94.66042
33.4074504,29,171,21.21507,9.860501,10.89127,14.69053,50,99.92635
34.4095308,29,171,22.12054,9.92291,11.00925,14.79728,50,103.4928
35.4098936,117,83,22.83141,10.12958,11.24542,15.21399,50,105.5138
