Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.1349324,2,198,1.004995,0,0.01420415,0,25,1.17
2.1276172,6,194,1.99971,0.003835758,0.03745335,0.00709834,25,10.09815
3.1321567,17,183,2.961892,0.05081749,0.1004281,0.02500292,25,23.42794
4.133397,30,170,3.882506,0.1430573,0.2105719,0.06401982,25,34.58823
5.1367234,47,153,4.753161,0.2859427,0.3481068,0.1822596,25,42.8102
6.1396379,63,137,5.558292,0.4925754,0.5242999,0.392545,25,48.2269
7.1441219,71,129,6.324907,0.7432911,0.7419877,0.6396722,25,51.35111
8.1501293,71,129,7.085354,0.9866092,0.9813367,0.8906416,25,52.77901
9.1514352,71,129,7.843225,1.222659,1.22421,1.143409,25,53.19603
10.1558491,71,129,8.602904,1.466878,1.454217,1.403075,25,53.22599
11.1577688,71,129,9.361095,1.713036,1.683191,1.660625,25,53.22599
12.1600626,71,129,10.1195,1.955801,1.921148,1.913015,25,53.22599
13.166648,71,129,10.88015,2.197417,2.162912,2.164853,25,53.22599
14.1685347,71,129,11.63786,2.43656,2.399393,2.421272,25,53.22599
15.1715314,71,129,12.39673,2.684934,2.6297,2.67578,25,53.22599
16.1776012,62,138,13.18172,2.909311,2.832081,2.911659,25,53.55258
17.1828115,19,181,14.12409,2.97737,2.895068,2.969199,25,55.52682
18.1849853,19,181,15.07625,3.029891,2.947233,3.014891,25,57.57623
19.1864969,21,179,16.02132,3.109891,2.993612,3.058501,25,58.85984
20.1864275,70,130,16.79639,3.347633,3.188226,3.301334,25,59.54629
21.1911919,70,130,17.55743,3.613866,3.40232,3.553053,25,59.88728
22.1966293,70,130,18.31752,3.887033,3.615067,3.799901,25,59.99513
23.1988718,70,130,19.07747,4.150656,3.841308,4.040142,25,59.99917
24.2006789,70,130,19.84105,4.407749,4.048202,4.293151,25,59.99917
25.2050009,70,130,20.60617,4.661088,4.259332,4.546449,25,59.99917
26.2077033,70,130,21.36973,4.911396,4.474897,4.796041,25,59.99917
27.2103752,70,130,22.13363,5.183815,4.68452,5.030267,25,59.99917
28.2151011,69,131,22.89885,5.447386,4.889929,5.279685,25,59.99917
29.2200139,69,131,23.66548,5.712603,5.102135,5.519796,25,59.99917
30.2266794,68,132,24.43452,5.967956,5.306882,5.773627,25,59.99917
31.2283895,55,145,25.22976,6.193061,5.49188,5.983412,25,60.40092
32.2312911,55,145,26.04721,6.381127,5.653249,6.185679,25,62.52493
33.2345249,57,143,26.86323,6.585201,5.826185,6.37195,25,64.72669
34.2376134,58,142,27.67235,6.801798,5.99471,6.569148,25,66.23695
35.2423341,65,135,28.4682,7.037862,6.19869,6.75592,25,67.09088
36.2460093,65,135,29.24698,7.310024,6.402881,6.957891,25,67.52576
37.2512289,70,130,30.00568,7.606584,6.63179,7.169587,25,67.7324
38.2527396,70,130,30.75921,7.911916,6.860257,7.380849,25,67.81577
39.2519689,70,130,31.51335,8.214232,7.090104,7.587759,25,67.81577
40.2550091,70,130,32.27275,8.514356,7.306398,7.802739,25,67.81577
41.2584917,70,130,33.03176,8.808519,7.538055,8.008104,25,67.81577
42.2643659,70,130,33.79408,9.110799,7.766487,8.211754,25,67.81577
43.2645528,69,131,34.55336,9.396483,7.994777,8.421066,25,67.81577
44.2679258,69,131,35.31781,9.682962,8.221381,8.625377,25,67.81577
45.2727889,69,131,36.08298,9.960674,8.455387,8.830425,25,67.81577
46.2774613,44,156,36.90782,10.17633,8.636263,8.974621,25,68.74429
47.2796988,41,159,37.74475,10.36098,8.814664,9.108104,25,73.09698
48.2827528,40,160,38.59794,10.53495,8.970546,9.225329,25,77.71261
49.2851639,61,139,39.40516,10.77357,9.178619,9.369159,25,81.13291
50.2870394,62,138,40.18907,11.0492,9.410796,9.513033,25,83.52561
51.2898086,64,136,40.96542,11.33869,9.647524,9.667837,25,85.42713
52.2905016,66,134,41.73986,11.63603,9.863757,9.833344,25,86.78087
53.2911157,67,133,42.50588,11.94598,10.09729,9.997561,25,87.67943
54.2973433,67,133,43.27328,12.26946,10.32717,10.1588,25,88.25542
55.2983162,67,133,44.03638,12.5954,10.55379,10.32121,25,88.58994
56.3020038,67,133,44.80132,12.92473,10.7862,10.47767,25,88.72544
57.3048345,67,133,45.56604,13.25982,11.01666,10.62997,25,88.74905
58.3066325,66,134,46.32906,13.58387,11.24771,10.79104,25,88.74905
59.3105927,66,134,47.09439,13.91281,11.47732,10.94972,25,88.74905
60.3144796,66,134,47.85937,14.24408,11.70237,11.10994,25,88.74905
61.3154047,55,145,48.65364,14.51534,11.92162,11.24033,25,89.23376
62.3170087,61,139,49.45992,14.75115,12.14271,11.37051,25,91.37159
63.3209652,0,200,50.3063,14.93755,12.32673,11.47584,24,93.53865
64.3249294,0,200,51.31007,14.93755,12.32673,11.47584,22,95.34542
65.3282498,0,200,52.31248,14.93755,12.32673,11.47584,22,96.89471
66.3307442,0,200,53.31499,14.93755,12.32673,11.47584,20,98.46834
67.330297,0,200,54.31552,14.93755,12.32673,11.47584,20,100.1503
68.3317119,0,200,55.31681,14.93755,12.32673,11.47584,20,101.8042
69.3388623,0,200,56.32307,14.93755,12.32673,11.47584,19,103.6317
70.3405479,0,200,57.32561,14.93755,12.32673,11.47584,17,110.214
71.3521342,0,200,58.3323,14.93755,12.32673,11.47584,16,121.8184
72.3504622,0,200,59.33447,14.93755,12.32673,11.47584,15,131.9216
73.3530444,0,200,60.33686,14.93755,12.32673,11.47584,13,137.6841
74.3542134,0,200,61.33809,14.93755,12.32673,11.47584,13,139.7121
75.3562726,0,200,62.34034,14.93755,12.32673,11.47584,10,140.7961
76.3585069,9,191,63.32159,14.9506,12.36852,11.48642,9,143.0914
77.3641429,13,187,64.28568,14.98324,12.42568,11.52089,5,147.6048
78.3664753,8,192,65.25214,15.00934,12.48368,11.54042,2,151.3344
79.3679403,0,200,66.23725,15.02599,12.51728,11.54042,1,154.4838
80.3740807,0,200,67.24348,15.02599,12.51728,11.54042,1,156.8498
81.374971,0,200,68.24485,15.02599,12.51728,11.54042,0,158.1712
