Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.1206148,5,195,0.9910034,0.007524041,0.006380973,0.01432289,25,1.08
2.1226626,6,194,1.974261,0.02351873,0.02371372,0.04064576,25,9.786384
3.1278539,12,188,2.948914,0.05503207,0.05172338,0.07323783,25,22.97751
4.1290735,24,176,3.882821,0.1222358,0.09947923,0.1617329,25,33.80991
5.132779,38,162,4.776896,0.2075538,0.1841078,0.3211324,25,41.83705
6.1339222,56,144,5.603964,0.3331972,0.3348693,0.5658464,25,46.96532
7.1364335,60,140,6.404181,0.4837275,0.5128143,0.8377574,25,49.80298
8.1394073,61,139,7.202858,0.641171,0.6874436,1.123797,25,50.86799
9.1448607,63,137,7.999486,0.8045887,0.8734777,1.40077,25,50.98132
10.1454261,62,138,8.791354,0.9576058,1.065586,1.677858,25,50.98132
11.1490166,62,138,9.585519,1.112684,1.25149,1.962392,25,50.98132
12.1507252,62,138,10.37895,1.271996,1.442384,2.236393,25,50.98132
13.1508792,62,138,11.17116,1.425806,1.638206,2.508513,25,50.98132
14.1536805,62,138,11.96513,1.578829,1.827446,2.790816,25,50.98132
15.1590407,62,138,12.76182,1.733823,2.022913,3.06561,25,50.98132
16.165518,62,138,13.55795,1.892015,2.208265,3.348877,25,50.98132
17.1686676,62,138,14.3524,2.048537,2.403126,3.621819,25,50.98132
18.1710874,62,138,15.14609,2.20916,2.592614,3.896536,25,50.98132
19.1769457,62,138,15.94234,2.359662,2.783875,4.17992,25,50.98132
20.1802102,62,138,16.73666,2.516018,2.978737,4.45303,25,50.98132
21.1857876,62,138,17.53288,2.670887,3.165758,4.737448,25,50.98132
22.1875919,62,138,18.33109,2.807185,3.365392,5.007936,25,50.98132
23.1927071,62,138,19.12852,2.961693,3.55285,5.287907,25,50.98132
24.1959662,62,138,19.9228,3.115345,3.743989,5.567781,25,50.98132
