Time Stamp (Sec),Total Connected Users,Total Disconnected Users,Average User Disconnection Time,Priority 1 User Average Connection Time,Priority 2 User Average Connection Time,Priority 3 User Average Connection Time,Active UAVs,Total UAVs Travel Distance
1.1141946,6,194,0.9989979,0,0,0.01422321,25,1.08
2.1156767,12,188,1.986108,0.0199904,0.0267288,0.02285035,25,9.7956
3.1225575,21,179,2.952473,0.05888318,0.06653618,0.06329896,25,24.51918
4.125401,29,171,3.890817,0.1096527,0.1512662,0.1231688,25,38.23547
5.1278235,37,163,4.812951,0.1873151,0.2608417,0.1790475,25,50.17006
6.1303989,48,152,5.704705,0.2822995,0.4107306,0.2701198,25,60.22083
7.1332384,56,144,6.561845,0.3985792,0.615397,0.3926991,25,68.07372
8.1368336,65,135,7.392402,0.549542,0.8438543,0.5377099,25,73.73434
9.1571634,82,118,8.177553,0.754403,1.108282,0.7631746,25,77.51419
10.1580188,87,113,8.934236,0.9889429,1.383789,1.006029,25,79.69147
11.1608276,87,113,9.687403,1.215744,1.66795,1.246072,25,80.73791
12.1671752,87,113,10.44354,1.439004,1.937746,1.50698,25,80.93648
13.168871,87,113,11.19662,1.672193,2.209041,1.752779,25,80.93648
14.1706233,87,113,11.94963,1.901424,2.489055,1.994836,25,80.93648
15.17721,87,113,12.70486,2.130643,2.756002,2.251193,25,80.93648
16.1785672,87,113,13.45787,2.354582,3.039387,2.495195,25,80.93648
17.1819641,87,113,14.21145,2.578866,3.318962,2.742135,25,80.93648
18.1856298,87,113,14.96624,2.803459,3.598464,2.99105,25,80.93648
19.1858996,88,112,15.71841,3.039181,3.861618,3.240634,25,80.93648
20.1928223,88,112,16.47471,3.275691,4.137863,3.481788,25,80.93648
21.1977825,88,112,17.23,3.506071,4.407372,3.734658,25,80.93648
22.2001052,88,112,17.98204,3.737454,4.681916,3.978906,25,80.93648
23.2038899,88,112,18.73683,3.97462,4.953055,4.222434,25,80.93648
24.2062981,89,111,19.49047,4.212004,5.211235,4.477023,25,80.93648
25.2171874,89,111,20.24744,4.445913,5.495588,4.713305,25,80.93648
26.220654,89,111,21.00334,4.681752,5.766747,4.959344,25,80.93648
27.2233472,89,111,21.75682,4.916682,6.031145,5.21032,25,80.93648
28.2267335,88,112,22.5106,5.157998,6.298264,5.451901,25,80.93648
29.2278368,87,113,23.26322,5.402546,6.562356,5.690526,25,80.93648
30.2294469,87,113,24.01577,5.644561,6.816016,5.942898,25,80.93648
31.2348538,68,132,24.80939,5.826081,7.069228,6.148565,25,81.67303
32.236338,66,134,25.67062,5.941289,7.244876,6.282743,25,85.1646
33.2371466,41,159,26.55975,6.0338,7.373673,6.399196,25,87.98543
34.2395597,41,159,27.45273,6.129046,7.497818,6.511129,25,89.4931
35.2410655,87,113,28.23254,6.303374,7.765142,6.741705,25,90.01309
36.2444192,87,113,28.98611,6.506079,8.083935,6.976963,25,90.17062
37.2499736,87,113,29.7416,6.715882,8.395365,7.213668,25,90.18416
38.2503831,85,115,30.49369,6.925393,8.701035,7.452834,25,90.18416
